StockCode,Date,Quantity,Price,Month,DayOfWeek,WeekOfYear,Lag1,RollingMean7,StockCodeEnc
20725,2010-08-23,110,1.6499999999999997,8,0,34,173.0,141.85714285714286,2
20725,2010-08-24,70,1.65,8,1,34,110.0,148.71428571428572,2
20725,2010-08-25,53,1.6099999999999999,8,2,34,70.0,145.85714285714286,2
20725,2010-08-26,179,1.6277777777777775,8,3,34,53.0,132.0,2
20725,2010-08-27,10,1.65,8,4,34,179.0,126.0,2
20725,2010-08-29,26,1.65,8,6,34,10.0,118.57142857142857,2
20725,2010-08-31,41,1.65,8,1,35,26.0,88.71428571428571,2
20725,2010-09-01,40,1.6499999999999997,9,2,35,41.0,69.85714285714286,2
20725,2010-09-02,107,1.65,9,3,35,40.0,59.857142857142854,2
20725,2010-09-03,22,1.6499999999999997,9,4,35,107.0,65.14285714285714,2
20725,2010-09-05,28,1.65,9,6,35,22.0,60.714285714285715,2
20725,2010-09-06,157,1.6099999999999999,9,0,36,28.0,39.142857142857146,2
20725,2010-09-07,50,1.65,9,1,36,157.0,60.142857142857146,2
20725,2010-09-08,21,1.6499999999999997,9,2,36,50.0,63.57142857142857,2
20725,2010-09-09,195,1.6300000000000001,9,3,36,21.0,60.714285714285715,2
20725,2010-09-10,36,1.65,9,4,36,195.0,82.85714285714286,2
20725,2010-09-12,22,1.6499999999999997,9,6,36,36.0,72.71428571428571,2
20725,2010-09-13,12,1.65,9,0,37,22.0,72.71428571428571,2
20725,2010-09-14,4,1.65,9,1,37,12.0,70.42857142857143,2
20725,2010-09-15,181,1.6099999999999999,9,2,37,4.0,48.57142857142857,2
20725,2010-09-16,41,1.65,9,3,37,181.0,67.28571428571429,2
20725,2010-09-17,46,1.5833333333333333,9,4,37,41.0,70.14285714285714,2
20725,2010-09-19,16,1.6499999999999997,9,6,37,46.0,48.857142857142854,2
20725,2010-09-20,183,1.625,9,0,38,16.0,46.0,2
20725,2010-09-21,152,1.6166666666666665,9,1,38,183.0,69.0,2
20725,2010-09-22,23,1.65,9,2,38,152.0,89.0,2
20725,2010-09-23,60,1.65,9,3,38,23.0,91.71428571428571,2
20725,2010-09-24,140,1.5999999999999999,9,4,38,60.0,74.42857142857143,2
20725,2010-09-26,25,1.5999999999999999,9,6,38,140.0,88.57142857142857,2
20725,2010-09-27,140,1.5999999999999999,9,0,39,25.0,85.57142857142857,2
20725,2010-09-28,35,1.65,9,1,39,140.0,103.28571428571429,2
20725,2010-09-29,55,1.65,9,2,39,35.0,82.14285714285714,2
20725,2010-09-30,14,1.65,9,3,39,55.0,68.28571428571429,2
20725,2010-10-01,10,1.65,10,4,39,14.0,67.0,2
20725,2010-10-03,48,1.65,10,6,39,10.0,59.857142857142854,2
20725,2010-10-04,11,1.65,10,0,40,48.0,46.714285714285715,2
20725,2010-10-05,86,1.5999999999999999,10,1,40,11.0,44.714285714285715,2
20725,2010-10-06,20,1.65,10,2,40,86.0,37.0,2
20725,2010-10-07,45,1.65,10,3,40,20.0,34.857142857142854,2
20725,2010-10-08,32,1.65,10,4,40,45.0,33.42857142857143,2
20725,2010-10-10,24,1.65,10,6,40,32.0,36.0,2
20725,2010-10-11,50,1.65,10,0,41,24.0,38.0,2
20725,2010-10-12,84,1.65,10,1,41,50.0,38.285714285714285,2
20725,2010-10-13,156,1.625,10,2,41,84.0,48.714285714285715,2
20725,2010-10-14,44,1.65,10,3,41,156.0,58.714285714285715,2
20725,2010-10-15,43,1.6499999999999997,10,4,41,44.0,62.142857142857146,2
20725,2010-10-17,119,1.6166666666666665,10,6,41,43.0,61.857142857142854,2
20725,2010-10-18,20,1.65,10,0,42,119.0,74.28571428571429,2
20725,2010-10-19,30,1.6499999999999997,10,1,42,20.0,73.71428571428571,2
20725,2010-10-20,20,1.65,10,2,42,30.0,70.85714285714286,2
20725,2010-10-21,20,1.65,10,3,42,20.0,61.714285714285715,2
20725,2010-10-22,10,1.65,10,4,42,20.0,42.285714285714285,2
20725,2010-10-24,20,1.65,10,6,42,10.0,37.42857142857143,2
20725,2010-10-25,44,1.65,10,0,43,20.0,34.142857142857146,2
20725,2010-10-26,2,1.65,10,1,43,44.0,23.428571428571427,2
20725,2010-10-27,64,1.6499999999999997,10,2,43,2.0,20.857142857142858,2
20725,2010-10-28,41,1.65,10,3,43,64.0,25.714285714285715,2
20725,2010-10-29,40,1.65,10,4,43,41.0,28.714285714285715,2
20725,2010-10-31,10,1.65,10,6,43,40.0,31.571428571428573,2
20725,2010-11-01,26,1.65,11,0,44,10.0,31.571428571428573,2
20725,2010-11-02,130,1.6166666666666665,11,1,44,26.0,32.42857142857143,2
20725,2010-11-03,140,1.5999999999999999,11,2,44,130.0,44.714285714285715,2
20725,2010-11-04,34,1.65,11,3,44,140.0,64.42857142857143,2
20725,2010-11-05,120,1.5833333333333333,11,4,44,34.0,60.142857142857146,2
20725,2010-11-07,67,1.65,11,6,44,120.0,71.42857142857143,2
20725,2010-11-08,23,1.6499999999999997,11,0,45,67.0,75.28571428571429,2
20725,2010-11-09,25,1.65,11,1,45,23.0,77.14285714285714,2
20725,2010-11-10,81,1.5999999999999999,11,2,45,25.0,77.0,2
20725,2010-11-11,46,1.65,11,3,45,81.0,70.0,2
20725,2010-11-12,28,1.65,11,4,45,46.0,56.57142857142857,2
20725,2010-11-14,13,1.6499999999999997,11,6,45,28.0,55.714285714285715,2
20725,2010-11-15,33,1.65,11,0,46,13.0,40.42857142857143,2
20725,2010-11-16,544,1.5999999999999999,11,1,46,33.0,35.57142857142857,2
20725,2010-11-17,1,1.65,11,2,46,544.0,110.0,2
20725,2010-11-18,32,1.65,11,3,46,1.0,106.57142857142857,2
20725,2010-11-19,14,1.65,11,4,46,32.0,99.57142857142857,2
20725,2010-11-21,32,1.6499999999999997,11,6,46,14.0,95.0,2
20725,2010-11-22,20,1.65,11,0,47,32.0,95.57142857142857,2
20725,2010-11-23,32,1.65,11,1,47,20.0,96.57142857142857,2
20725,2010-11-24,46,1.65,11,2,47,32.0,96.42857142857143,2
20725,2010-11-25,177,1.625,11,3,47,46.0,25.285714285714285,2
20725,2010-11-26,41,1.65,11,4,47,177.0,50.42857142857143,2
20725,2010-11-28,5,1.6499999999999997,11,6,47,41.0,51.714285714285715,2
20725,2010-11-29,25,1.65,11,0,48,5.0,50.42857142857143,2
20725,2010-11-30,41,1.65,11,1,48,25.0,49.42857142857143,2
20725,2010-12-01,72,1.5999999999999999,12,2,48,41.0,52.42857142857143,2
20725,2010-12-02,11,1.65,12,3,48,72.0,58.142857142857146,2
20725,2010-12-03,81,1.6499999999999997,12,4,48,11.0,53.142857142857146,2
20725,2010-12-05,36,1.65,12,6,48,81.0,39.42857142857143,2
20725,2010-12-06,27,1.6499999999999997,12,0,49,36.0,38.714285714285715,2
20725,2010-12-07,10,1.65,12,1,49,27.0,41.857142857142854,2
20725,2010-12-08,116,1.65,12,2,49,10.0,39.714285714285715,2
20725,2010-12-09,21,1.6499999999999997,12,3,49,116.0,50.42857142857143,2
20725,2010-12-10,40,1.65,12,4,49,21.0,43.142857142857146,2
20725,2010-12-12,18,1.6499999999999997,12,6,49,40.0,47.285714285714285,2
20725,2010-12-13,21,1.65,12,0,50,18.0,38.285714285714285,2
20725,2010-12-14,32,1.6499999999999997,12,1,50,21.0,36.142857142857146,2
20725,2010-12-15,59,1.6499999999999997,12,2,50,32.0,36.857142857142854,2
20725,2010-12-16,51,1.6499999999999997,12,3,50,59.0,43.857142857142854,2
20725,2010-12-17,10,1.65,12,4,50,51.0,34.57142857142857,2
20725,2010-12-19,2,1.65,12,6,50,10.0,33.0,2
20725,2010-12-20,10,1.65,12,0,51,2.0,27.571428571428573,2
20725,2010-12-21,20,1.65,12,1,51,10.0,26.428571428571427,2
20725,2010-12-22,10,1.65,12,2,51,20.0,26.285714285714285,2
20725,2011-01-04,20,1.65,1,1,1,10.0,23.142857142857142,2
20725,2011-01-05,100,1.45,1,2,1,20.0,17.571428571428573,2
20725,2011-01-06,293,1.6055555555555554,1,3,1,100.0,24.571428571428573,2
20725,2011-01-07,24,1.6499999999999997,1,4,1,293.0,65.0,2
20725,2011-01-09,23,1.65,1,6,1,24.0,68.14285714285714,2
20725,2011-01-10,30,1.65,1,0,2,23.0,70.0,2
20725,2011-01-11,20,1.65,1,1,2,30.0,71.42857142857143,2
20725,2011-01-12,4,1.65,1,2,2,20.0,72.85714285714286,2
20725,2011-01-13,130,1.5999999999999999,1,3,2,4.0,70.57142857142857,2
20725,2011-01-14,340,1.5833333333333333,1,4,2,130.0,74.85714285714286,2
20725,2011-01-16,112,1.65,1,6,2,340.0,81.57142857142857,2
20725,2011-01-17,4,1.65,1,0,3,112.0,94.14285714285714,2
20725,2011-01-18,5,1.65,1,1,3,4.0,91.42857142857143,2
20725,2011-01-19,102,1.5833333333333333,1,2,3,5.0,87.85714285714286,2
20725,2011-01-20,14,1.6499999999999997,1,3,3,102.0,99.57142857142857,2
20725,2011-01-24,20,1.65,1,0,4,14.0,101.0,2
20725,2011-01-25,33,1.65,1,1,4,20.0,85.28571428571429,2
20725,2011-01-26,31,1.65,1,2,4,33.0,41.42857142857143,2
20725,2011-01-27,40,1.6499999999999997,1,3,4,31.0,29.857142857142858,2
20725,2011-01-28,20,1.65,1,4,4,40.0,35.0,2
20725,2011-01-31,181,1.6214285714285714,1,0,5,20.0,37.142857142857146,2
20725,2011-02-01,129,1.6099999999999999,2,1,5,181.0,48.42857142857143,2
20725,2011-02-02,24,1.65,2,2,5,129.0,64.85714285714286,2
20725,2011-02-03,16,1.6499999999999997,2,3,5,24.0,65.42857142857143,2
20725,2011-02-04,40,1.65,2,4,5,16.0,63.0,2
20725,2011-02-07,22,1.6499999999999997,2,0,6,40.0,64.28571428571429,2
20725,2011-02-08,21,1.65,2,1,6,22.0,61.714285714285715,2
20725,2011-02-09,134,1.6099999999999999,2,2,6,21.0,61.857142857142854,2
20725,2011-02-10,14,1.65,2,3,6,134.0,55.142857142857146,2
20725,2011-02-11,40,1.65,2,4,6,14.0,38.714285714285715,2
20725,2011-02-13,13,1.6499999999999997,2,6,6,40.0,41.0,2
20725,2011-02-14,33,1.65,2,0,7,13.0,40.57142857142857,2
20725,2011-02-15,20,1.65,2,1,7,33.0,39.57142857142857,2
20725,2011-02-16,60,1.6499999999999997,2,2,7,20.0,39.285714285714285,2
20725,2011-02-17,41,1.65,2,3,7,60.0,44.857142857142854,2
20725,2011-02-18,106,1.5499999999999998,2,4,7,41.0,31.571428571428573,2
20725,2011-02-20,4,1.65,2,6,7,106.0,44.714285714285715,2
20725,2011-02-21,110,1.5499999999999998,2,0,8,4.0,39.57142857142857,2
20725,2011-02-22,25,1.6499999999999997,2,1,8,110.0,53.42857142857143,2
20725,2011-02-23,10,1.65,2,2,8,25.0,52.285714285714285,2
20725,2011-02-24,30,1.6499999999999997,2,3,8,10.0,50.857142857142854,2
20725,2011-02-25,172,1.625,2,4,8,30.0,46.57142857142857,2
20725,2011-02-27,2,1.65,2,6,8,172.0,65.28571428571429,2
20725,2011-02-28,10,1.65,2,0,9,2.0,50.42857142857143,2
20725,2011-03-01,100,1.45,3,1,9,10.0,51.285714285714285,2
20725,2011-03-02,10,1.65,3,2,9,100.0,49.857142857142854,2
20725,2011-03-03,25,1.65,3,3,9,10.0,47.714285714285715,2
20725,2011-03-04,20,1.65,3,4,9,25.0,49.857142857142854,2
20725,2011-03-06,6,1.65,3,6,9,20.0,48.42857142857143,2
20725,2011-03-07,1,1.65,3,0,10,6.0,24.714285714285715,2
20725,2011-03-08,64,1.6099999999999999,3,1,10,1.0,24.571428571428573,2
20725,2011-03-09,20,1.65,3,2,10,64.0,32.285714285714285,2
20725,2011-03-10,35,1.65,3,3,10,20.0,20.857142857142858,2
20725,2011-03-11,25,1.65,3,4,10,35.0,24.428571428571427,2
20725,2011-03-14,152,1.6166666666666665,3,0,11,25.0,24.428571428571427,2
20725,2011-03-15,3,1.65,3,1,11,152.0,43.285714285714285,2
20725,2011-03-16,4,1.65,3,2,11,3.0,42.857142857142854,2
20725,2011-03-17,40,1.6499999999999997,3,3,11,4.0,43.285714285714285,2
20725,2011-03-18,2,1.65,3,4,11,40.0,39.857142857142854,2
20725,2011-03-20,53,1.5833333333333333,3,6,11,2.0,37.285714285714285,2
20725,2011-03-21,75,1.6499999999999997,3,0,12,53.0,39.857142857142854,2
20725,2011-03-22,22,1.6499999999999997,3,1,12,75.0,47.0,2
20725,2011-03-23,21,1.6499999999999997,3,2,12,22.0,28.428571428571427,2
20725,2011-03-24,35,1.6499999999999997,3,3,12,21.0,31.0,2
20725,2011-03-25,203,1.6166666666666665,3,4,12,35.0,35.42857142857143,2
20725,2011-03-28,75,1.65,3,0,13,203.0,58.714285714285715,2
20725,2011-03-29,163,1.5699999999999998,3,1,13,75.0,69.14285714285714,2
20725,2011-03-30,156,1.6166666666666665,3,2,13,163.0,84.85714285714286,2
20725,2011-03-31,77,1.65,3,3,13,156.0,96.42857142857143,2
20725,2011-04-01,40,1.65,4,4,13,77.0,104.28571428571429,2
20725,2011-04-03,11,1.65,4,6,13,40.0,107.0,2
20725,2011-04-04,40,1.6499999999999997,4,0,14,11.0,103.57142857142857,2
20725,2011-04-05,2,1.65,4,1,14,40.0,80.28571428571429,2
20725,2011-04-06,59,1.6499999999999997,4,2,14,2.0,69.85714285714286,2
20725,2011-04-07,17,1.65,4,3,14,59.0,55.0,2
20725,2011-04-08,80,1.65,4,4,14,17.0,35.142857142857146,2
20725,2011-04-10,22,1.6499999999999997,4,6,14,80.0,35.57142857142857,2
20725,2011-04-11,63,1.65,4,0,15,22.0,33.0,2
20725,2011-04-12,61,1.6499999999999997,4,1,15,63.0,40.42857142857143,2
20725,2011-04-13,34,1.65,4,2,15,61.0,43.42857142857143,2
20725,2011-04-14,40,1.6499999999999997,4,3,15,34.0,48.0,2
20725,2011-04-15,42,1.65,4,4,15,40.0,45.285714285714285,2
20725,2011-04-17,3,1.65,4,6,15,42.0,48.857142857142854,2
20725,2011-04-18,134,1.6166666666666665,4,0,16,3.0,37.857142857142854,2
20725,2011-04-19,36,1.65,4,1,16,134.0,53.857142857142854,2
20725,2011-04-20,65,1.6499999999999997,4,2,16,36.0,50.0,2
20725,2011-04-21,52,1.65,4,3,16,65.0,50.57142857142857,2
20725,2011-04-26,32,1.65,4,1,17,52.0,53.142857142857146,2
20725,2011-04-27,68,1.65,4,2,17,32.0,52.0,2
20725,2011-04-28,23,1.65,4,3,17,68.0,55.714285714285715,2
20725,2011-05-01,10,1.65,5,6,17,23.0,58.57142857142857,2
20725,2011-05-03,44,1.65,5,1,18,10.0,40.857142857142854,2
20725,2011-05-04,1,1.65,5,2,18,44.0,42.0,2
20725,2011-05-05,37,1.65,5,3,18,1.0,32.857142857142854,2
20725,2011-05-06,129,1.65,5,4,18,37.0,30.714285714285715,2
20725,2011-05-08,35,1.6499999999999997,5,6,18,129.0,44.57142857142857,2
20725,2011-05-09,112,1.65,5,0,19,35.0,39.857142857142854,2
20725,2011-05-10,34,1.65,5,1,19,112.0,52.57142857142857,2
20725,2011-05-11,157,1.625,5,2,19,34.0,56.0,2
20725,2011-05-12,430,1.575,5,3,19,157.0,72.14285714285714,2
20725,2011-05-13,88,1.6499999999999997,5,4,19,430.0,133.42857142857142,2
20725,2011-05-15,16,1.65,5,6,19,88.0,140.71428571428572,2
20725,2011-05-16,108,1.6300000000000001,5,0,20,16.0,124.57142857142857,2
20725,2011-05-17,52,1.65,5,1,20,108.0,135.0,2
20725,2011-05-18,21,1.6499999999999997,5,2,20,52.0,126.42857142857143,2
20725,2011-05-19,82,1.65,5,3,20,21.0,124.57142857142857,2
20725,2011-05-20,120,1.65,5,4,20,82.0,113.85714285714286,2
20725,2011-05-22,53,1.65,5,6,20,120.0,69.57142857142857,2
20725,2011-05-23,63,1.6499999999999997,5,0,21,53.0,64.57142857142857,2
20725,2011-05-24,65,1.65,5,1,21,63.0,71.28571428571429,2
20725,2011-05-25,107,1.5999999999999999,5,2,21,65.0,65.14285714285714,2
20725,2011-05-26,263,1.6214285714285714,5,3,21,107.0,73.0,2
20725,2011-05-27,130,1.5833333333333333,5,4,21,263.0,107.57142857142857,2
20725,2011-05-29,8,1.6499999999999997,5,6,21,130.0,114.42857142857143,2
20725,2011-05-31,32,1.6499999999999997,5,1,22,8.0,98.42857142857143,2
20725,2011-06-01,4,1.65,6,2,22,32.0,95.42857142857143,2
20725,2011-06-02,26,1.65,6,3,22,4.0,87.0,2
20725,2011-06-03,41,1.65,6,4,22,26.0,81.42857142857143,2
20725,2011-06-05,63,1.65,6,6,22,41.0,72.0,2
20725,2011-06-06,20,1.65,6,0,23,63.0,43.42857142857143,2
20725,2011-06-07,194,1.6318181818181818,6,1,23,20.0,27.714285714285715,2
20725,2011-06-08,185,1.633333333333333,6,2,23,194.0,54.285714285714285,2
20725,2011-06-09,52,1.65,6,3,23,185.0,76.14285714285714,2
20725,2011-06-10,40,1.6499999999999997,6,4,23,52.0,83.0,2
20725,2011-06-12,25,1.6499999999999997,6,6,23,40.0,85.0,2
20725,2011-06-13,10,1.65,6,0,24,25.0,82.71428571428571,2
20725,2011-06-14,8,1.6499999999999997,6,1,24,10.0,75.14285714285714,2
20725,2011-06-15,167,1.6318181818181818,6,2,24,8.0,73.42857142857143,2
20725,2011-06-16,47,1.65,6,3,24,167.0,69.57142857142857,2
20725,2011-06-17,63,1.65,6,4,24,47.0,49.857142857142854,2
20725,2011-06-19,113,1.5999999999999999,6,6,24,63.0,51.42857142857143,2
20725,2011-06-20,26,1.65,6,0,25,113.0,61.857142857142854,2
20725,2011-06-21,40,1.6499999999999997,6,1,25,26.0,62.0,2
20725,2011-06-22,22,1.65,6,2,25,40.0,66.28571428571429,2
20725,2011-06-23,49,1.65,6,3,25,22.0,68.28571428571429,2
20725,2011-06-24,41,1.6499999999999997,6,4,25,49.0,51.42857142857143,2
20725,2011-06-26,33,1.6499999999999997,6,6,25,41.0,50.57142857142857,2
20725,2011-06-27,25,1.65,6,0,26,33.0,46.285714285714285,2
20725,2011-06-28,121,1.5833333333333333,6,1,26,25.0,33.714285714285715,2
20725,2011-06-29,2,1.65,6,2,26,121.0,47.285714285714285,2
20725,2011-06-30,57,1.65,6,3,26,2.0,41.857142857142854,2
20725,2011-07-01,32,1.6499999999999997,7,4,26,57.0,46.857142857142854,2
20725,2011-07-03,46,1.65,7,6,26,32.0,44.42857142857143,2
20725,2011-07-04,188,1.6277777777777775,7,0,27,46.0,45.142857142857146,2
20725,2011-07-05,26,1.6499999999999997,7,1,27,188.0,67.28571428571429,2
20725,2011-07-06,39,1.6499999999999997,7,2,27,26.0,67.42857142857143,2
20725,2011-07-07,10,1.65,7,3,27,39.0,55.714285714285715,2
20725,2011-07-08,150,1.6166666666666665,7,4,27,10.0,56.857142857142854,2
20725,2011-07-10,12,1.65,7,6,27,150.0,70.14285714285714,2
20725,2011-07-11,44,1.6499999999999997,7,0,28,12.0,67.28571428571429,2
20725,2011-07-12,40,1.65,7,1,28,44.0,67.0,2
20725,2011-07-13,38,1.65,7,2,28,40.0,45.857142857142854,2
20725,2011-07-14,43,1.6499999999999997,7,3,28,38.0,47.57142857142857,2
20725,2011-07-15,11,1.65,7,4,28,43.0,48.142857142857146,2
20725,2011-07-17,53,1.6499999999999997,7,6,28,11.0,48.285714285714285,2
20725,2011-07-18,63,1.65,7,0,29,53.0,34.42857142857143,2
20725,2011-07-19,281,1.6099999999999999,7,1,29,63.0,41.714285714285715,2
20725,2011-07-20,25,1.65,7,2,29,281.0,75.57142857142857,2
20725,2011-07-21,30,1.65,7,3,29,25.0,73.42857142857143,2
20725,2011-07-22,52,1.65,7,4,29,30.0,72.28571428571429,2
20725,2011-07-24,124,1.6099999999999999,7,6,29,52.0,73.57142857142857,2
20725,2011-07-25,42,1.65,7,0,30,124.0,89.71428571428571,2
20725,2011-07-26,30,1.6499999999999997,7,1,30,42.0,88.14285714285714,2
20725,2011-07-27,70,1.6499999999999997,7,2,30,30.0,83.42857142857143,2
20725,2011-07-28,141,1.6166666666666665,7,3,30,70.0,53.285714285714285,2
20725,2011-07-29,49,1.65,7,4,30,141.0,69.85714285714286,2
20725,2011-07-31,24,1.65,7,6,30,49.0,72.57142857142857,2
20725,2011-08-01,52,1.65,8,0,31,24.0,68.57142857142857,2
20725,2011-08-02,220,1.5699999999999998,8,1,31,52.0,58.285714285714285,2
20725,2011-08-03,34,1.65,8,2,31,220.0,83.71428571428571,2
20725,2011-08-04,245,1.6318181818181818,8,3,31,34.0,84.28571428571429,2
20725,2011-08-05,5,1.65,8,4,31,245.0,109.28571428571429,2
20725,2011-08-07,4,1.65,8,6,31,5.0,89.85714285714286,2
20725,2011-08-08,154,1.6214285714285714,8,0,32,4.0,83.42857142857143,2
20725,2011-08-09,91,1.65,8,1,32,154.0,102.0,2
20725,2011-08-10,113,1.5999999999999999,8,2,32,91.0,107.57142857142857,2
20725,2011-08-11,217,1.6357142857142857,8,3,32,113.0,92.28571428571429,2
20725,2011-08-12,70,1.65,8,4,32,217.0,118.42857142857143,2
20725,2011-08-14,13,1.65,8,6,32,70.0,93.42857142857143,2
20725,2011-08-15,40,1.65,8,0,33,13.0,94.57142857142857,2
20725,2011-08-16,91,1.65,8,1,33,40.0,99.71428571428571,2
20725,2011-08-17,122,1.65,8,2,33,91.0,90.71428571428571,2
20725,2011-08-18,95,1.65,8,3,33,122.0,95.14285714285714,2
20725,2011-08-19,30,1.6499999999999997,8,4,33,95.0,92.57142857142857,2
20725,2011-08-21,26,1.65,8,6,33,30.0,65.85714285714286,2
20725,2011-08-22,55,1.6499999999999997,8,0,34,26.0,59.57142857142857,2
20725,2011-08-23,127,1.65,8,1,34,55.0,65.57142857142857,2
20725,2011-08-24,10,1.65,8,2,34,127.0,78.0,2
20725,2011-08-25,80,1.6499999999999997,8,3,34,10.0,66.42857142857143,2
20725,2011-08-26,20,1.65,8,4,34,80.0,60.42857142857143,2
20725,2011-08-28,19,1.6499999999999997,8,6,34,20.0,49.714285714285715,2
20725,2011-08-30,10,1.65,8,1,35,19.0,48.142857142857146,2
20725,2011-08-31,30,1.65,8,2,35,10.0,45.857142857142854,2
20725,2011-09-01,54,1.65,9,3,35,30.0,42.285714285714285,2
20725,2011-09-02,53,1.65,9,4,35,54.0,31.857142857142858,2
20725,2011-09-04,38,1.6499999999999997,9,6,35,53.0,38.0,2
20725,2011-09-05,108,1.5999999999999999,9,0,36,38.0,32.0,2
20725,2011-09-06,66,1.6499999999999997,9,1,36,108.0,44.57142857142857,2
20725,2011-09-07,155,1.6166666666666665,9,2,36,66.0,51.285714285714285,2
20725,2011-09-08,7,1.65,9,3,36,155.0,72.0,2
20725,2011-09-09,54,1.6499999999999997,9,4,36,7.0,68.71428571428571,2
20725,2011-09-11,22,1.65,9,6,36,54.0,68.71428571428571,2
20725,2011-09-12,42,1.65,9,0,37,22.0,64.28571428571429,2
20725,2011-09-13,50,1.65,9,1,37,42.0,64.85714285714286,2
20725,2011-09-14,122,1.5999999999999999,9,2,37,50.0,56.57142857142857,2
20725,2011-09-15,80,1.65,9,3,37,122.0,64.57142857142857,2
20725,2011-09-16,25,1.65,9,4,37,80.0,53.857142857142854,2
20725,2011-09-18,2,1.65,9,6,37,25.0,56.42857142857143,2
20725,2011-09-19,301,1.6300000000000001,9,0,38,2.0,49.0,2
20725,2011-09-20,35,1.6499999999999997,9,1,38,301.0,88.85714285714286,2
20725,2011-09-21,13,1.65,9,2,38,35.0,87.85714285714286,2
20725,2011-09-22,51,1.65,9,3,38,13.0,82.57142857142857,2
20725,2011-09-23,33,1.5833333333333333,9,4,38,51.0,72.42857142857143,2
20725,2011-09-25,40,1.65,9,6,38,33.0,65.71428571428571,2
20725,2011-09-26,3,4.13,9,0,39,40.0,67.85714285714286,2
20725,2011-09-27,32,1.6499999999999997,9,1,39,3.0,68.0,2
20725,2011-09-28,88,1.65,9,2,39,32.0,29.571428571428573,2
20725,2011-09-29,105,1.65,9,3,39,88.0,37.142857142857146,2
20725,2011-09-30,62,1.65,9,4,39,105.0,50.285714285714285,2
20725,2011-10-03,38,2.146,10,0,40,62.0,51.857142857142854,2
20725,2011-10-04,24,1.65,10,1,40,38.0,52.57142857142857,2
20725,2011-10-05,90,1.6499999999999997,10,2,40,24.0,50.285714285714285,2
20725,2011-10-06,60,1.65,10,3,40,90.0,62.714285714285715,2
20725,2011-10-07,25,1.65,10,4,40,60.0,66.71428571428571,2
20725,2011-10-09,2,1.65,10,6,40,25.0,57.714285714285715,2
20725,2011-10-10,32,1.9255555555555555,10,0,41,2.0,43.0,2
20725,2011-10-11,94,1.65,10,1,41,32.0,38.714285714285715,2
20725,2011-10-12,31,1.65,10,2,41,94.0,46.714285714285715,2
20725,2011-10-13,75,1.5999999999999999,10,3,41,31.0,47.714285714285715,2
20725,2011-10-14,140,1.6099999999999999,10,4,41,75.0,45.57142857142857,2
20725,2011-10-16,6,1.65,10,6,41,140.0,57.0,2
20725,2011-10-17,22,1.65,10,0,42,6.0,54.285714285714285,2
20725,2011-10-18,46,1.65,10,1,42,22.0,57.142857142857146,2
20725,2011-10-19,20,1.65,10,2,42,46.0,59.142857142857146,2
20725,2011-10-20,110,1.5499999999999998,10,3,42,20.0,48.57142857142857,2
20725,2011-10-21,24,1.6499999999999997,10,4,42,110.0,59.857142857142854,2
20725,2011-10-23,14,1.65,10,6,42,24.0,52.57142857142857,2
20725,2011-10-24,8,2.4766666666666666,10,0,43,14.0,34.57142857142857,2
20725,2011-10-25,27,1.65,10,1,43,8.0,34.857142857142854,2
20725,2011-10-26,52,1.65,10,2,43,27.0,35.57142857142857,2
20725,2011-10-27,45,1.65,10,3,43,52.0,36.42857142857143,2
20725,2011-10-28,91,1.6499999999999997,10,4,43,45.0,40.0,2
20725,2011-10-30,78,1.65,10,6,43,91.0,37.285714285714285,2
20725,2011-10-31,6,2.4766666666666666,10,0,44,78.0,45.0,2
20725,2011-11-01,6,1.65,11,1,44,6.0,43.857142857142854,2
20725,2011-11-02,116,1.5833333333333333,11,2,44,6.0,43.57142857142857,2
20725,2011-11-03,30,1.65,11,3,44,116.0,56.285714285714285,2
20725,2011-11-04,30,1.65,11,4,44,30.0,53.142857142857146,2
20725,2011-11-06,122,1.6099999999999999,11,6,44,30.0,51.0,2
20725,2011-11-07,130,1.5999999999999999,11,0,45,122.0,55.42857142857143,2
20725,2011-11-08,41,1.65,11,1,45,130.0,62.857142857142854,2
20725,2011-11-09,160,1.6166666666666665,11,2,45,41.0,67.85714285714286,2
20725,2011-11-10,93,1.8754545454545453,11,3,45,160.0,89.85714285714286,2
20725,2011-11-11,60,1.65,11,4,45,93.0,86.57142857142857,2
20725,2011-11-13,23,1.6499999999999997,11,6,45,60.0,90.85714285714286,2
20725,2011-11-14,155,1.9757142857142855,11,0,46,23.0,89.85714285714286,2
20725,2011-11-15,215,1.5699999999999998,11,1,46,155.0,94.57142857142857,2
20725,2011-11-16,56,1.6499999999999997,11,2,46,215.0,106.71428571428571,2
20725,2011-11-17,69,1.65,11,3,46,56.0,108.85714285714286,2
20725,2011-11-18,32,1.65,11,4,46,69.0,95.85714285714286,2
20725,2011-11-20,49,1.6499999999999997,11,6,46,32.0,87.14285714285714,2
20725,2011-11-21,34,1.65,11,0,47,49.0,85.57142857142857,2
20725,2011-11-22,20,1.65,11,1,47,34.0,87.14285714285714,2
20725,2011-11-23,37,2.146,11,2,47,20.0,67.85714285714286,2
20725,2011-11-24,42,1.65,11,3,47,37.0,42.42857142857143,2
20725,2011-11-25,54,1.65,11,4,47,42.0,40.42857142857143,2
20725,2011-11-27,7,1.65,11,6,47,54.0,38.285714285714285,2
20725,2011-11-28,56,2.063333333333333,11,0,48,7.0,34.714285714285715,2
